master_cpd_id;cpd_name;broad_cpd_id;top_test_conc_umol;cpd_status;inclusion_rationale;gene_symbol_of_protein_target;target_or_activity_of_compound;source_name;source_catalog_id;cpd_smiles;status;combined_group
402775;BRD-K14844214;BRD-K14844214;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;CC(C)CC#Cc1ccc2c(O[C@@H](CN(C)C(=O)c3cnccn3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1;experimental;Miscellaneous or screening hit/natural product
410703;BRD-K96970199;BRD-K96970199;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C\C=C\c1ccc2c(O[C@@H](CN(C)C(=O)c3ccccc3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1;experimental;Miscellaneous or screening hit/natural product
411716;AGK-2;BRD-K32536677;33;probe;"chromatin;pilot-set";SIRT2;inhibitor of sirtuin 2;"ChemBridge Corporation;Tocris Bioscience";"5857140;3233";Clc1ccc(Cl)c(c1)-c1ccc(\C=C(/C#N)C(=O)Nc2cccc3ncccc23)o1;experimental;Epigenetic/transcription modulator
411749;tubastatin A;BRD-K00627859;33;probe;"chromatin;pilot-set";HDAC6;inhibitor of tubulin deacetylase activity of HDAC6;Stanley Center for Psychiatric Research at the Broad Institute;;CN1CCc2c(C1)c1ccccc1n2Cc1ccc(cc1)C(=O)NO;experimental;Epigenetic/transcription modulator
411770;SR-II-138A;BRD-K11172604;33;probe;pilot-set;"EIF4A2;EIF4E;EIF4G1";"silvestrol analog; inhibits translation by modulating the eIF4F complex";Boston University;;CON(C)C(=O)[C@H]1[C@@H](O)[C@@]2(O)c3c(O[C@]2([C@@H]1c1ccccc1)c1ccc(OC)cc1)cc(OC)cc3OC;experimental;DNA damage/replication/cytotoxics
411774;neopeltolide;BRD-K62479592;33;probe;pilot-set;;inhibitor of cellular respiration;Boston University;;CCC[C@H]1C[C@H](C[C@H](C)C[C@@H]2C[C@H](C[C@H](CC(=O)O1)O2)OC(=O)\C=C/CCc1coc(\C=C/CNC(=O)OC)n1)OC;experimental;DNA damage/replication/cytotoxics
411792;parthenolide;BRD-K81651477;66;probe;pilot-set;;"natural product; modulator of ROS; modulator of NF-kappa-B signaling";"Tocris Bioscience;Tocris Bioscience";"607;0610";C\C1=C\CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
411805;Compound 7d-cis;BRD-K61829047;33;probe;pilot-set;XPO1;inhibitor of CRM1-mediated nucleocytoplasmic transport;WuXi AppTec;TH02330-015-1;CCOC(=O)\C=C/n1nnc(n1)-c1cccc(Cl)c1;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
411824;CAY10594;BRD-K61662457;66;probe;pilot-set;PLD2;inhibitor of phospholipase D2;Cayman;13207;O=C(NCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc2ccccc2c1;experimental;Other signaling enzyme/channel/metabolic modulator
411832;PAC-1;BRD-K92991072;33;probe;pilot-set;CASP3;activator of procaspase-3;Tocris Bioscience;2581;Oc1c(CC=C)cccc1\C=N\NC(=O)CN1CCN(Cc2ccccc2)CC1;experimental;Apoptosis/BCL/p53/MDM2 modulator
411833;pluripotin;BRD-K98538768;33;probe;pilot-set;"MAPK1;RASAL1";"promoter of embryonic stem cell self-renewal; inhibitor of Ras-GAP and ERK";Cayman;10009557;CN1C(=O)N(Cc2cnc(Nc3cc(C)nn3C)nc12)c1cc(NC(=O)c2cccc(c2)C(F)(F)F)ccc1C;experimental;MAPK pathway inhibitor
411856;avrainvillamide;BRD-K10466330;33;probe;pilot-set;NPM1;"natural product; inhibitor of nucleophosmin";Harvard University;;CC1(C)Oc2ccc3C4=C[C@@]56NC(=O)[C@]7(CCCN7C5=O)C[C@H]6C(C)(C)C4=[N+]([O-])c3c2C=C1;experimental;Epigenetic/transcription modulator
411863;gemcitabine;BRD-K15108141;33;FDA;"pilot-set;std-of-care";"CMPK1;RRM1;TYMS";"inhibitor of DNA replication; inhibitor of ribonucleotide reductase, thymidylate synthetase, and cytidine monophosphate (UMP-CMP) kinase ";Selleck;S1714;Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1;approved_or_clinical;DNA damage/replication/cytotoxics
411865;MST-312;BRD-K19894101;33;probe;"chromatin;pilot-set";TERT;inhibitor of telomerase reverse transcriptase;Sigma-Aldrich;M3949;Oc1cccc(C(=O)Nc2cccc(NC(=O)c3cccc(O)c3O)c2)c1O;experimental;Epigenetic/transcription modulator
411869;oligomycin A;BRD-A81541225;33;probe;pilot-set;ATP5L2;inhibitor of mitochondrial ATP synthase;Sigma-Aldrich;75351;CCC1CCC2OC3(CC[C@@H](C)C(C[C@H](C)O)O3)[C@H](C)C(OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C\C=C\1)[C@H]2C;experimental;DNA damage/replication/cytotoxics
411874;indisulam;BRD-K17610631;33;clinical;"chromatin;pilot-set";CA9;inhibitor of carbonic anhydrase isoform IX;MedKoo Biosciences;;NS(=O)(=O)c1ccc(cc1)S(=O)(=O)Nc1cccc2c(Cl)c[nH]c12;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
414479;BRD-K49290616;BRD-K49290616;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;OC[C@@H]1O[C@@H](CC(=O)NCc2ccncn2)CC[C@H]1NC(=O)c1ccc(F)cc1;experimental;Miscellaneous or screening hit/natural product
415688;BRD-K02492147;BRD-K02492147;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;CN1CCN(CC1)C(=O)C[C@@H]1O[C@H](CO)[C@@H](NS(=O)(=O)c2cccc(F)c2)C=C1;experimental;Miscellaneous or screening hit/natural product
416777;SJ-172550;BRD-K93095519;33;probe;pilot-set;"MDM2;TP53";inhibitor of p53-MDM2 interaction;Tocris Bioscience;3929;CCOc1cc(cc(Cl)c1OCC(=O)OC)\C=C1C(=O)N(N=C/1C)c1ccccc1;experimental;Apoptosis/BCL/p53/MDM2 modulator
416842;BRD-K09587429;BRD-K09587429;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C[C@@H](NC(=O)C[C@@H]1CC[C@@H](NC(=O)CN2CCOCC2)[C@H](CO)O1)c1ccccc1;experimental;Miscellaneous or screening hit/natural product
417098;pandacostat;BRD-K44741158;33;probe;"chromatin;pilot-set";"HDAC1;HDAC2;HDAC3;HDAC6;HDAC8";inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8;Harvard Medical School;;ONC(=O)\C=C\c1ccc(cc1)C(=O)N\N=C\c1ccc(O)c(O)c1O;experimental;Epigenetic/transcription modulator
417262;BRD-K96431673;BRD-K96431673;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;CN1CCN(CC1)C(=O)C[C@H]1CC[C@H](NC(=O)c2ccc3OCOc3c2)[C@@H](CO)O1;experimental;Miscellaneous or screening hit/natural product
417416;tipifarnib-P2;BRD-K62965247;33;probe;pilot-set;FNTA;inhibitor of farnesyltransferase;WuXi AppTec;TH02436-025 - P2;Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1;experimental;Other signaling enzyme/channel/metabolic modulator
417417;tipifarnib-P1;BRD-K63195589;33;clinical;pilot-set;FNTA;inhibitor of farnesyltransferase;"WuXi AppTec;Selleck";"TH02436-025 - P1;S1453";Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
417451;Compound 23 citrate;BRD-K67112618;33;probe;pilot-set;;analog of natural product cortistatin;Harvard University;;CN(C)[C@H]1CC[C@H]2[C@@H](CC[C@H]3[C@@H]4CC=C(c5ccc6cnccc6c5)[C@@]4(C)CC[C@H]23)C1;experimental;Miscellaneous or screening hit/natural product
417452;nakiterpiosin;BRD-K38264551;33;probe;pilot-set;;"natural product; inhibitor of microtubule assembly";University of Texas, Southwestern;;C[C@H]1C[C@@H](OC1=O)[C@@H](O)[C@@H](C(Cl)Cl)c1ccc2[C@@H]3C[C@@H](Br)[C@]45O[C@H](C[C@]4(C)[C@H]3C(=O)c2c1C)CO[C@H]5O;experimental;DNA damage/replication/cytotoxics
417663;CCT036477;BRD-A22997170;33;probe;pilot-set;;inhibitor of WNT signaling by blocking beta-catenin transcription;Sigma-Aldrich;SML0151;Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1ccc(Cl)cc1;experimental;Other signaling enzyme/channel/metabolic modulator
417818;tamatinib;BRD-K20285085;33;clinical;"CTEP;kinome;pilot-set";SYK;inhibitor of spleen tyrosine kinase;Selleck;S2194;COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
417977;myriocin;BRD-A76279427;33;probe;pilot-set;"SPTLC1;SPTLC2;SPTLC3";inhibitor of serine palmitoyltransferase;Sigma-Aldrich;M1177;CCCCCCC(=O)CCCCCC\C=C\C[C@H](O)[C@@H](O)C(N)(CO)C(O)=O;experimental;Other signaling enzyme/channel/metabolic modulator
417981;BMS-754807;BRD-K13049116;33;probe;pilot-set;IGF1R;inhibitor of insulin-like growth factor 1 receptor and insulin receptor;Active Biochem;A-1013;C[C@]1(CCCN1c1nc(Nc2cc(n[nH]2)C2CC2)c2cccn2n1)C(=O)Nc1ccc(F)nc1;experimental;RTK tyrosine-kinase inhibitor
418038;neratinib;BRD-K85606544;33;clinical;"kinome;pilot-set";"EGFR;ERBB2";inhibitor of EGFR and HER2;WuXi AppTec;HKI-272;CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C;approved_or_clinical;RTK tyrosine-kinase inhibitor
418162;BRD1812;BRD-K73261812;66;probe;pilot-set;;screening hit;ChemPacific;46704;Oc1ccc(C[C@@H]2N3[C@H](CN(Cc4cccc5ccccc45)C2=O)N(CCC3=O)C(=O)NCc2ccccc2)cc1;experimental;Miscellaneous or screening hit/natural product
418163;BRD8958;BRD-K68548958;66;probe;"chromatin;pilot-set";EP300;inhibitor of E1A binding protein p300;Princeton BioMolecular Research;OSSK_701387;CC1=NN(C(=O)C\1=C\c1ccc(o1)-c1cc(C)c(C)cc1[N+]([O-])=O)c1ccc(cc1)C(O)=O;experimental;Epigenetic/transcription modulator
418164;serdemetan;BRD-K60219430;33;clinical;pilot-set;MDM2;inhibitor of MDM2;Axon Medchem;1538;C(Cc1c[nH]c2ccccc12)Nc1cccc(Nc2ccncc2)c1;approved_or_clinical;Apoptosis/BCL/p53/MDM2 modulator
418167;MK-1775;BRD-K54256913;33;clinical;"CTEP;kinome;pilot-set";WEE1;inhibitor of WEE1;Axon Medchem;1494;CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1;approved_or_clinical;Cell-cycle/Checkpoint modulator
418209;CR-1-31B;BRD-K23547378;33;probe;pilot-set;"EIF4A2;EIF4E;EIF4G1";"silvestrol analog; inhibits translation by modulating the eIF4F complex";Boston University;;CONC(=O)[C@H]1[C@@H](O)[C@@]2(O)c3c(O[C@]2([C@@H]1c1ccccc1)c1ccc(OC)cc1)cc(OC)cc3OC;experimental;DNA damage/replication/cytotoxics
425733;BRD-K71781559;BRD-K71781559;66;probe;outreach;;screening hit;National Cancer Institute Chemotherapeutic Agents Repository;;OC(=O)c1ccc(NCc2nc3cc4ccccc4cc3[nH]2)cc1;experimental;Miscellaneous or screening hit/natural product
429535;BRD-K86535717;BRD-K86535717;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@@H](C)[C@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)OC;experimental;Miscellaneous or screening hit/natural product
431987;BRD-K48334597;BRD-K48334597;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(NC(=O)Cc3cn(C)c4ccccc34)cc2C1=O;experimental;Miscellaneous or screening hit/natural product
434195;ML312;BRD-K70809902;66;probe;"MLPCN;outreach";SCARB1;inhibitor of scavenger receptor class B, member 1 (SCARB1)-mediated lipid uptake;Broad Institute of MIT and Harvard;;CC(C)NC(=O)Nc1ccc2O[C@@H](CN(C)S(=O)(=O)c3ccc(Cl)cc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1;experimental;Other signaling enzyme/channel/metabolic modulator
435898;BRD-K78574327;BRD-K78574327;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C[C@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O;experimental;Miscellaneous or screening hit/natural product
436211;BRD-K19103580;BRD-K19103580;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc2ccc(cc2C1=O)N(C)C;experimental;Miscellaneous or screening hit/natural product
437263;BRD-K30019337;BRD-K30019337;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;CC(C)NC(=O)N(C)C[C@H]1Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)N(C)C;experimental;Miscellaneous or screening hit/natural product
437906;BRD-K84807411;BRD-K84807411;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C)Oc2c(NC(=O)c3cc(C)nn3C)cccc2C1=O;experimental;Miscellaneous or screening hit/natural product
438345;BRD-K01737880;BRD-K01737880;66;probe;outreach;;screening hit;Broad Institute of MIT and Harvard;;COc1ccc(NC(=O)Nc2ccc3O[C@@H](CN(C)Cc4ccc5OCOc5c4)[C@@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1;experimental;Miscellaneous or screening hit/natural product
438691;BRD-K75293299;BRD-K75293299;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2cccc3ccccc23)Oc2c(NC(=O)c3ccncc3)cccc2C1=O;experimental;Miscellaneous or screening hit/natural product
438776;BRD-K64610608;BRD-K64610608;33;probe;"DOS;outreach";;"product of diversity oriented synthesis; screening hit";Broad Institute of MIT and Harvard;;COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1Oc2c(NC(=O)Nc3cccc4ccccc34)cccc2C(=O)N(C[C@H]1C)[C@@H](C)CO;experimental;Miscellaneous or screening hit/natural product
439882;BRD-K09344309;BRD-K09344309;33;probe;"DOS;outreach";;screening hit;Broad Institute of MIT and Harvard;;C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)Oc2c(NC(=O)c3ccncc3)cccc2C1=O;experimental;Miscellaneous or screening hit/natural product
442141;BRD-K02251932;BRD-K02251932;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc2c(NS(=O)(=O)c3ccc(F)cc3)cccc2C1=O;experimental;Miscellaneous or screening hit/natural product
444779;BRD-K55116708;BRD-K55116708;66;probe;"DOS;outreach";;"product of diversity oriented synthesis; inhibitor of leukemic stem cells";Broad Institute of MIT and Harvard;;C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc2ccccc2N)Oc2c(NC(=O)Nc3ccccc3)cccc2C1=O;experimental;Miscellaneous or screening hit/natural product
446546;BRD-K41334119;BRD-K41334119;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;CNC[C@@H]1Oc2ccc(NS(C)(=O)=O)cc2CC(=O)N(C[C@@H]1C)[C@H](C)CO;experimental;Miscellaneous or screening hit/natural product
447732;BRD-K16147474;BRD-K16147474;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;CC(C)NC(=O)Nc1ccc2O[C@@H](CN(C)S(C)(=O)=O)[C@@H](C)CN([C@H](C)CO)C(=O)Cc2c1;experimental;Miscellaneous or screening hit/natural product
448891;BRD-K29086754;BRD-K29086754;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(O)=O)Oc2ccc(NC(=O)Nc3ccc(F)cc3)cc2CC1=O;experimental;Miscellaneous or screening hit/natural product
450415;BRD-K52037352;BRD-K52037352;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cccc3ccccc23)Oc2ccc(NC(=O)NC3CCCCC3)cc2CC1=O;experimental;Miscellaneous or screening hit/natural product
452570;BRD-K27986637;BRD-K27986637;66;probe;"DOS;outreach";;"product of diversity oriented synthesis; screening hit";Broad Institute of MIT and Harvard;;C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc3OCCOc3c2)OCc2cn(CCCC1=O)nn2;experimental;Miscellaneous or screening hit/natural product
463198;BRD-K37390332;BRD-K37390332;33;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)Oc2ccc(NC(=O)c3ccncc3)cc2CC1=O;experimental;Miscellaneous or screening hit/natural product
464458;tandutinib;BRD-K89162000;66;clinical;"CTEP;kinome";"FLT3;KIT";inhibitor of c-KIT and VEGFR3;Selleck;S1043;COc1cc2c(ncnc2cc1OCCCN1CCCCC1)N1CCN(CC1)C(=O)Nc1ccc(OC(C)C)cc1;approved_or_clinical;RTK tyrosine-kinase inhibitor
464880;fulvestrant;BRD-A85667082;66;FDA;std-of-care;"ESR1;GPER1";antagonist of the estrogen receptor;Selleck;S1191;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31;approved_or_clinical;Nuclear receptor modulator
478694;isonicotinohydroxamic acid;BRD-K55478147;33;probe;"chromatin;lit-search;outreach";HDAC6;inhibitor of HDAC6;Stanley Center for Psychiatric Research at the Broad Institute;;ONC(=O)c1ccncc1;experimental;Epigenetic/transcription modulator
481311;HLI 373;BRD-K17349619;33;probe;pilot-set;MDM2;inhibitor of MDM2;Tocris Bioscience;3503;CN(C)CCCNc1c2ccccc2n(C)c2nc(=O)n(C)c(=O)c12;experimental;Apoptosis/BCL/p53/MDM2 modulator
580922;NSC19630;BRD-K39706510;66;probe;lit-search;WRN;inhibitor of Werner syndrome helicase activity;EMD Biosciences;681467;CCC(=O)OCN1C(=O)C=CC1=O;experimental;DNA damage/replication/cytotoxics
594399;NSC48300;BRD-K45748132;66;probe;outreach;TASP1;inhibitor of threonine endopeptidase taspase 1;National Cancer Institute Chemotherapeutic Agents Repository;;O[As](O)(=O)c1ccc(Cc2ccc(cc2)[As](O)(O)=O)cc1;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
594663;PRIMA-1-Met;BRD-K49456190;33;probe;pilot-set;TP53;re-activator of the pro-apoptotic activity of mutant p53;Tocris Bioscience;3710;COC[C@]1(CO)[N@@]2CC[C@@H](CC2)C1=O;experimental;Apoptosis/BCL/p53/MDM2 modulator
594664;isoevodiamine;BRD-A68631409;33;probe;pilot-set;;natural product;Sigma-Aldrich;E3531;CN1C2N(CCc3c2[nH]c2ccccc32)C(=O)c2ccccc12;experimental;Miscellaneous or screening hit/natural product
594665;UNC0638;BRD-K86856088;33;probe;"chromatin;lit-search;pilot-set";"EHMT1;EHMT2";inhibitor of EHMT2 and GLP methyltransferase;Tocris Bioscience;4343;COc1cc2c(NC3CCN(CC3)C(C)C)nc(nc2cc1OCCCN1CCCC1)C1CCCCC1;experimental;Epigenetic/transcription modulator
595102;cucurbitacin I;BRD-A28105619;33;probe;"chromatin;outreach";;"natural product; modulator of NFKB1 and STAT3 signaling";Tocris Bioscience;1571;CC(C)(O)\C=C\C(=O)[C@](C)(O)C1[C@H](O)C[C@@]2(C)C3CC=C4C(CC(=O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C;experimental;Epigenetic/transcription modulator
596868;BRD-K50799972;BRD-K50799972;66;GE-active;"DOS;profiling";;product of diversity oriented synthesis;Broad Institute of MIT and Harvard;;COc1ccccc1-c1cccc(c1)-c1nc(cc2CN([C@@H](CCO)c12)[S@@](=O)C(C)(C)C)C(=O)NCc1ccncc1;experimental;Miscellaneous or screening hit/natural product
601923;barasertib;BRD-K63923597;66;clinical;kinome;AURKB;inhibitor of aurora kinase B;Selleck;S1147;CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1;approved_or_clinical;Cell-cycle/Checkpoint modulator
606033;linifanib;BRD-K99749624;66;clinical;kinome;"FLT1;FLT3;KDR";inhibitor of VEGFRs;Selleck;S1003;Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1;approved_or_clinical;RTK tyrosine-kinase inhibitor
606034;veliparib;BRD-K87142802;33;clinical;"chromatin;CTEP;pilot-set";"PARP1;PARP2";inhibitor of poly (ADP-ribose) polymerase 1 (PARP1) and 2 (PARP2);Selleck;S1004;C[C@@]1(CCCN1)c1nc2c(cccc2[nH]1)C(N)=O;approved_or_clinical;Epigenetic/transcription modulator
606035;saracatinib;BRD-K19540840;66;clinical;"CTEP;kinome";"ABL1;SRC";inhibitor of SRC and ABL1;Selleck;S1006;CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
606135;afatinib;BRD-K66175015;66;clinical;kinome;"EGFR;ERBB2";inhibitor of EGFR and HER2;Selleck;S1011;CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1;approved_or_clinical;RTK tyrosine-kinase inhibitor
606136;cediranib;BRD-K86930074;66;clinical;"CTEP;kinome";"FLT1;FLT4;KDR";inhibitor of VEGFRs;Selleck;S1017;COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1;approved_or_clinical;RTK tyrosine-kinase inhibitor
606138;canertinib;BRD-K50168500;66;clinical;kinome;"EGFR;ERBB2";inhibitor of EGFR and HER2;Selleck;S1019;Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl;approved_or_clinical;RTK tyrosine-kinase inhibitor
606142;obatoclax;BRD-K15600710;66;clinical;CTEP;"BCL2;BCL2L1;MCL1";inhibitor of MCL1, BCL2, and BCL-xL;Selleck;S1057;COC1=CC(=N\C\1=C/c1[nH]c(C)cc1C)c1cc2ccccc2[nH]1;approved_or_clinical;Apoptosis/BCL/p53/MDM2 modulator
606143;masitinib;BRD-K71035033;66;clinical;kinome;"KIT;PDGFRA;PDGFRB";inhibitor of c-KIT, PDGFRA, and PDGFRB;Selleck;S1064;CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1;approved_or_clinical;RTK tyrosine-kinase inhibitor
606144;ZSTK474;BRD-K63068307;66;clinical;kinome;"PIK3CB;PIK3CD;PIK3CG";inhibitor of PI3K catalytic subunits beta, delta, and gamma;Selleck;S1072;FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1;approved_or_clinical;PI3K/AKT/mTOR pathway inhibitor
606246;brivanib;BRD-K28428262;66;clinical;lit-search;"FLT1;KDR";inhibitor of VEGFR 1/2;Selleck;S1084;C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C;approved_or_clinical;RTK tyrosine-kinase inhibitor
606248;GDC-0879;BRD-K67578145;66;probe;kinome;BRAF;inhibitor of BRAF;Selleck;S1104;OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1;experimental;MAPK pathway inhibitor
606249;NVP-TAE684;BRD-K50140147;66;probe;kinome;ALK;inhibitor of ALK and ALK-NPM fusion protein;Selleck;S1108;COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1;experimental;RTK tyrosine-kinase inhibitor
606254;SNS-032;BRD-K43389698;66;clinical;"chromatin;kinome;lit-search";"CDK16;CDK17;CDK2;CDK7;CDK9;CDKL5";inhibitor of cyclin-dependent kinases;Selleck;S1145;CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1;approved_or_clinical;Cell-cycle/Checkpoint modulator
606256;PLX-4720;BRD-K16478699;33;probe;kinome;BRAF;inhibitor of BRAF;Selleck;S1152;CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F;experimental;MAPK pathway inhibitor
606356;TGX-221;BRD-A41692738;66;probe;kinome;PIK3CB;inhibitor of PI3K catalytic subunit beta;Selleck;S1169;CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1;experimental;PI3K/AKT/mTOR pathway inhibitor
606363;KU-0063794;BRD-K67566344;66;probe;kinome;MTOR;inhibitor of mTOR;Selleck;S1226;COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1;experimental;PI3K/AKT/mTOR pathway inhibitor
606470;TG-100-115;BRD-K64785675;66;clinical;kinome;"PIK3CD;PIK3CG";inhibitor of PI3K catalytic subunits delta and gamma;Selleck;S1352;Nc1nc(N)c2nc(-c3cccc(O)c3)c(nc2n1)-c1cccc(O)c1;approved_or_clinical;PI3K/AKT/mTOR pathway inhibitor
606471;GSK1059615;BRD-K06750613;33;clinical;kinome;"MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG";inhibitor of PI3K and mTOR kinase activity;Selleck;S1360;O=C1NC(=O)\C(S1)=C\c1ccc2nccc(-c3ccncc3)c2c1;approved_or_clinical;PI3K/AKT/mTOR pathway inhibitor
606586;SU11274;BRD-K02965346;66;probe;kinome;MET;inhibitor of MET;Selleck;S1080;CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1;experimental;RTK tyrosine-kinase inhibitor
606670;BRD-K88742110;BRD-K88742110;66;probe;"chromatin;outreach";HDAC8;inhibitor of HDAC8;Stanley Center for Psychiatric Research at the Broad Institute;;COc1ccc(Cn2ccc3ccc(cc23)C(=O)NO)cc1;experimental;Epigenetic/transcription modulator
