master_cpd_id;cpd_name;broad_cpd_id;top_test_conc_umol;cpd_status;inclusion_rationale;gene_symbol_of_protein_target;target_or_activity_of_compound;source_name;source_catalog_id;cpd_smiles;status;combined_group
607696;LRRK2-IN-1;BRD-K01436366;66;probe;kinome;"DCLK1;LRRK2";"inhibitor of leucine-rich repeat kinase 2; inhibitor of doublecortin-like kinase";EMD Biosciences;438193;COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1;experimental;Other signaling enzyme/channel/metabolic modulator
608062;BRD8899;BRD-K22828899;33;probe;"lit-search;synthesis";STK33;inhibitor of serine/threonine kinasase STK33;Broad Institute of MIT and Harvard;;CC(=O)NC[C@@H]1C[C@H](CN1)NS(=O)(=O)c1cccc2cncc(C)c12;experimental;Other signaling enzyme/channel/metabolic modulator
609060;1S,3R-RSL-3;BRD-K23853216;33;probe;pilot-set;GPX4;"synthetic lethal with HRAS in engineered cells; inhibitor of GPX4";Columbia University;;COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@@H](N1C(=O)CCl)c1ccc(cc1)C(=O)OC;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
609062;SCH-529074;BRD-K24376488;33;probe;pilot-set;TP53;activator of mutant p53;Broad Institute of MIT and Harvard;;CN(C)CCCNc1nc(CN2CCN(CC2)C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)nc2ccccc12;experimental;Apoptosis/BCL/p53/MDM2 modulator
609063;StemRegenin 1;BRD-K36739687;66;probe;"chromatin;lit-search;outreach";AHR;inhibitor of aryl hydrocarbon receptor;BioVision;1967-5;CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(nc12)-c1csc2ccccc12;experimental;Nuclear receptor modulator
609091;FQI-2;BRD-K35498412;33;probe;"chromatin;pilot-set";;inhibitor of LSF1-mediated transcription;Boston University;;CCOc1ccccc1-c1cc(=O)[nH]c2cc3OCOc3cc12;experimental;Epigenetic/transcription modulator
609110;ML210;BRD-K01877528;33;probe;pilot-set;;selectively kills engineered cells expressing mutant HRAS;Broad Institute of MIT and Harvard;;Cc1onc(C(=O)N2CCN(CC2)C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)c1[N+]([O-])=O;experimental;MAPK pathway inhibitor
609121;darinaparsin;BRD-K35723520;33;clinical;pilot-set;;"inducer of ROS; inhibitor of microtubule assembly";Sigma-Aldrich;D2071;C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O;approved_or_clinical;DNA damage/replication/cytotoxics
609332;GANT-61;BRD-K09485525;66;probe;"chromatin;lit-search";;inhibitor of hedgehog signaling pathway;Tocris Bioscience;3191;CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1;experimental;Other signaling enzyme/channel/metabolic modulator
609440;PL-DI;BRD-K83336168;66;probe;pilot-set;;"dimer of piperlongumine; inducer of ROS";Broad Institute of MIT and Harvard;;COc1cc(\C=C\C(=O)N2CCC=CC2=O)cc(OC)c1OCCN(C)CCOc1c(OC)cc(\C=C\C(=O)N2CCC=CC2=O)cc1OC;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
609596;TW-37;BRD-K28360340;33;probe;pilot-set;"BCL2;BCL2L1";inhibitor of BCL2 and BCL-xL;Tocris Bioscience;4038;CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)c2ccccc2C(C)(C)C)c(O)c(O)c1O;experimental;Apoptosis/BCL/p53/MDM2 modulator
609639;AZD8055;BRD-K69932463;66;clinical;kinome;MTOR;inhibitor of mTOR;Selleck;S1555;COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C;approved_or_clinical;PI3K/AKT/mTOR pathway inhibitor
609681;QS-11;BRD-K02526760;33;probe;pilot-set;ARFGAP1;inhibitor of GTPase activating protein of ARF 1 (ARFGAP1);Tocris Bioscience;3324;OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3CCCc3c2)nc2n(Cc3ccc(cc3)-c3ccccc3)cnc12;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
609781;ML239;BRD-K01121114;66;probe;"MLPCN;outreach";;"ML239; inhibitor of breast cancer stem cell proliferation";Broad Institute of MIT and Harvard;;Clc1cc(Cl)c(OCC(=O)N\N=C\c2ccc[nH]2)c(Cl)c1;experimental;Miscellaneous or screening hit/natural product
616354;JQ-1;BRD-K54606188;66;probe;"chromatin;lit-search;pilot-set";BRDT;inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins;Dana Farber Cancer Institute;;Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n-21)c1ccc(Cl)cc1;experimental;Epigenetic/transcription modulator
616355;BRD-K51490254;BRD-K51490254;66;probe;"chromatin;outreach";"HDAC6;HDAC8";inhibitor of HDAC6 and HDAC8;Stanley Center for Psychiatric Research at the Broad Institute;;ONC(=O)c1cccc(c1)C(=O)Nc1ccccc1;experimental;Epigenetic/transcription modulator
616408;BRD-K85133207;BRD-K85133207;66;probe;"chromatin;outreach";HDAC1;inhibitor of HDAC1;Stanley Center for Psychiatric Research at the Broad Institute;;CC(=O)N[C@H]1C[C@H](C1)C(=O)Nc1cc(ccc1N)-c1ccc(F)cc1;experimental;Epigenetic/transcription modulator
622911;BMS-345541;BRD-K13566078;66;probe;kinome;IKBKB;inhibitor of IKK-2;Axon Medchem;Axon 1731;Cc1cnc2c(NCCN)nc3ccc(C)cc3n12;experimental;PI3K/AKT/mTOR pathway inhibitor
622913;CAY10576;BRD-K51781482;66;probe;"kinome;outreach";IKBKE;inhibitor of IKK-epsilon;Calbiochem;401488;COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(s3)C#N)c2cc1OC;experimental;PI3K/AKT/mTOR pathway inhibitor
628408;Repligen 136;BRD-K47503321;66;probe;"chromatin;outreach";HDAC3;inhibitor of HDAC3;Stanley Center for Psychiatric Research at the Broad Institute;;Cc1ccc(cc1)C(=O)NCCCCCC(=O)Nc1ccc(F)cc1N;experimental;Epigenetic/transcription modulator
628601;nintedanib;BRD-K49075727;66;clinical;kinome;"FGFR1;FGFR2;FGFR3;FLT1;FLT3;KDR;PDGFRA;PDGFRB";inhibitor of c-KIT, VEGFRs, PDGFRs, and FGFRs;Selleck;S1010;COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1;approved_or_clinical;RTK tyrosine-kinase inhibitor
628603;crizotinib;BRD-K78431006;66;FDA;"kinome;std-of-care";"ALK;MET";inhibitor of c-MET and ALK;Selleck;S1068;C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl;approved_or_clinical;RTK tyrosine-kinase inhibitor
628607;foretinib;BRD-K03449891;66;clinical;kinome;"KDR;MET";inhibitor of MET and VEGFR2;Selleck;S1111;COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1;approved_or_clinical;RTK tyrosine-kinase inhibitor
628613;regorafenib;BRD-K16730910;66;FDA;kinome;"BRAF;KDR;KIT;RET";inhibitor of BRAF, RET, KIT, and VEGFR2;Selleck;S1178;CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1;approved_or_clinical;RTK tyrosine-kinase inhibitor
628614;WZ8040;BRD-K81728688;66;probe;kinome;EGFR;inhibitor of EGFR targeting T790M resistance;Selleck;S1179;CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Sc3cccc(NC(=O)C=C)c3)n2)cc1;experimental;RTK tyrosine-kinase inhibitor
628620;OSI-930;BRD-K25340465;66;clinical;kinome;"KDR;KIT";inhibitor of c-KIT and VEGFR2;Selleck;S1220;FC(F)(F)Oc1ccc(NC(=O)c2sccc2NCc2ccnc3ccccc23)cc1;approved_or_clinical;RTK tyrosine-kinase inhibitor
628622;MGCD-265;BRD-K56277358;66;clinical;kinome;"FLT1;FLT3;KDR;MET";inhibitor of c-MET and VEGFRs;Selleck;S1361;Cn1cnc(c1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1;approved_or_clinical;RTK tyrosine-kinase inhibitor
628639;lenvatinib;BRD-K39974922;66;FDA;lit-search;"FLT1;FLT3;KDR;KIT;PDGFRA;PDGFRB";inhibitor of VEGFRs, c-KIT, and PDGFR alpha and beta;Selleck;S1164;COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O;approved_or_clinical;RTK tyrosine-kinase inhibitor
632103;YK 4-279;BRD-A62182663;33;probe;"chromatin;pilot-set";"DHX9;ERG;ETV1";"inhibitor of RNA helicase A (RHA) binding to EWS-FLI1; inhibitor of ERG and ETV1 activity";Tocris Bioscience;4067;COc1ccc(cc1)C(=O)CC1(O)C(=O)Nc2c1c(Cl)ccc2Cl;experimental;Epigenetic/transcription modulator
632104;CAY10618;BRD-K83289131;33;probe;pilot-set;NAMPT;inhibitor of nicotinamide phosphoribosyltransferase;Cayman;13670;O=C(CCCCCCCn1cc(nn1)-c1cccnc1)Nc1ccccc1-c1ccccc1;experimental;Other signaling enzyme/channel/metabolic modulator
632119;KU 0060648;BRD-K09499853;33;probe;"kinome;pilot-set";PRKDC;inhibitor of DNA-dependent protein kinase;Axon Medchem;1584;CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c3oc(cc4=O)N3CCOCC3)c3sc4ccccc4c23)CC1;experimental;Cell-cycle/Checkpoint modulator
632243;narciclasine;BRD-K06792661;33;probe;pilot-set;RHOA;"activates cellular activity of RhoA; modulator of Rho/Rho kinase/LIM kinase/cofilin signaling";Sigma-Aldrich;N9789;O[C@H]1C=C2[C@@H](NC(=O)c3c(O)c4OCOc4cc23)[C@H](O)[C@@H]1O;experimental;Other signaling enzyme/channel/metabolic modulator
632873;MLN2238;BRD-K78659596;33;clinical;pilot-set;PSMB5;inhibitor of 20S proteasome at the chymotrypsin-like proteolytic (beta-5) site;Selleck;S2180;CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O;approved_or_clinical;Proteostasis/Ubiquitin/HSP chaperone modulator
632907;ISOX;BRD-K69840642;33;probe;"chromatin;pilot-set";HDAC6;inhibitor of HDAC6;"Axon Medchem;Axon Medchem";"Axon 1645;1645";CC(C)(C)OC(=O)Nc1ccc(cc1)-c1cc(no1)C(=O)NCCCCCCC(=O)NO;experimental;Epigenetic/transcription modulator
634309;lapatinib;BRD-K19687926;66;FDA;"CTEP;kinome;std-of-care";"EGFR;ERBB2";inhibitor of EGFR and HER2;Selleck;S1028;CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1;approved_or_clinical;RTK tyrosine-kinase inhibitor
634814;BRD-K29313308;BRD-K29313308;66;probe;"chromatin;outreach";HDAC3;inhibitor of HDAC3;Stanley Center for Psychiatric Research at the Broad Institute;;CC(=O)Nc1ccc(cc1)C(=O)Nc1ccc(F)cc1N;experimental;Epigenetic/transcription modulator
635576;UNC0321;BRD-K74236984;33;probe;"chromatin;pilot-set";EHMT2;inhibitor of G9a histone methyltransferase;Cayman;10582;COc1cc2c(NC3CCN(C)CC3)nc(nc2cc1OCCOCCN(C)C)N1CCCN(C)CC1;experimental;Epigenetic/transcription modulator
635882;SGX-523;BRD-K19477839;66;clinical;kinome;MET;inhibitor of MET;Selleck;S1112;Cn1cc(cn1)-c1ccc2nnc(Sc3ccc4ncccc4c3)n2n1;approved_or_clinical;RTK tyrosine-kinase inhibitor
636425;erismodegib;BRD-K19796430;33;probe;"chromatin;pilot-set";;screening hit;Selleck;S2151;C[C@H]1CN(C[C@@H](C)O1)c1ccc(NC(=O)c2cccc(-c3ccc(OC(F)(F)F)cc3)c2C)cn1;experimental;Miscellaneous or screening hit/natural product
636711;alisertib;BRD-K75295174;66;clinical;"CTEP;kinome";"AURKA;AURKB";inhibitor of aurora kinases A and B;Selleck;S1133;COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O;approved_or_clinical;Cell-cycle/Checkpoint modulator
639390;AZD6482;BRD-K58772419;66;clinical;kinome;"PIK3CB;PIK3CD";inhibitor of PI3K catalytic subunits beta and delta;Selleck;S1462;C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1;approved_or_clinical;PI3K/AKT/mTOR pathway inhibitor
639450;ruxolitinib;BRD-K53972329;66;FDA;"kinome;std-of-care";"JAK1;JAK2";inhibitor of Janus kinases 1 and 2;Selleck;S1378;N#CC[C@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
639531;bleomycin A2;BRD-A42083487;66;FDA;std-of-care;;inducer of DNA damage;"Selleck;Calbiochem";"S1214;203401-10MG";C[C@@H](O)[C@@H](NC(=O)[C@H](C)[C@@H](O)[C@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(N)=O)NC[C@@H](N)C(N)=O)C(O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCC[S+](C)C;approved_or_clinical;DNA damage/replication/cytotoxics
639759;GDC-0941;BRD-K52911425;66;clinical;kinome;"PIK3CA;PIK3CB;PIK3CD;PIK3CG";inhibitor of PI3K kinase activity;Selleck;S1065;CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3[nH]ncc23)CC1;approved_or_clinical;PI3K/AKT/mTOR pathway inhibitor
639962;SB-525334;BRD-K37720887;66;probe;kinome;TGFBR1;inhibitor of the transforming growth factor beta type 1 receptor;Selleck;S1476;Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2nccnc2c1)C(C)(C)C;experimental;Other signaling enzyme/channel/metabolic modulator
640007;PHA-793887;BRD-K64800655;66;clinical;"chromatin;kinome";"CDK1;CDK2;CDK4;CDK5;CDK7;CDK9";inhibitor of cyclin-dependent kinases;Selleck;S1487;CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C;approved_or_clinical;Cell-cycle/Checkpoint modulator
640011;quizartinib;BRD-K93918653;66;clinical;kinome;FLT3;inhibtor of VEGFR3;Selleck;S1526;CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1;approved_or_clinical;RTK tyrosine-kinase inhibitor
640157;fingolimod;BRD-K88025533;66;FDA;lit-search;S1PR1;inhibitor of sphingosine 1-phosphate receptor;Selleck;S5002;CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
640265;pazopanib;BRD-K74514084;66;FDA;"CTEP;kinome;std-of-care";"FLT1;FLT3;KDR;KIT;PDGFRB";inhibitor of VEGFRs, c-KIT, and PDGFRB;Selleck;S1035;CN(c1ccc2c(C)n(C)nc2c1)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1;approved_or_clinical;RTK tyrosine-kinase inhibitor
640366;WZ4002;BRD-K72420232;33;probe;kinome;EGFR;inhibitor of EGFR targeting T790M resistance;Selleck;S1173;COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1;experimental;RTK tyrosine-kinase inhibitor
641721;BRD-K24690302;BRD-K24690302;66;probe;"chromatin;outreach";HDAC1;inhibitor of HDAC1;Stanley Center for Psychiatric Research at the Broad Institute;;CN(C)CC1CN(C1)C(=O)Nc1cc(ccc1N)-c1ccc(F)cc1;experimental;Epigenetic/transcription modulator
648987;BRD-K70511574;BRD-K62825658;66;probe;kinome;PLK1;inhibitor of polo-like kinase 1 (PLK1);Selleck;S1485;COc1ccc(cc1)S(=O)(=O)N(C(=O)C)c2ccccc2C=Cc3cc[n+]([O-])cc3;experimental;Cell-cycle/Checkpoint modulator
649420;PLX-4032;BRD-K56343971;33;FDA;"kinome;pilot-set;std-of-care";BRAF;inhibitor of BRAF;"Selleck;Sequoia Research Products";"S1267;S1267";CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F;approved_or_clinical;MAPK pathway inhibitor
649754;BRD-K48477130;BRD-K48477130;66;probe;"lit-search;synthesis";;screening hit;Stanley Center for Psychiatric Research at the Broad Institute;;Cc1n[nH]c2NC3=C([C@@H](c12)c1ccccc1)C(=O)CC(C)(C)C3;experimental;Miscellaneous or screening hit/natural product
649862;GSK461364;BRD-K92428232;66;clinical;kinome;PLK1;inhibitor of polo-like kinase 1 (PLK1);Selleck;S2193;C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(CN3CCN(C)CC3)cc12)c1ccccc1C(F)(F)F;approved_or_clinical;Cell-cycle/Checkpoint modulator
651298;YL54;BRD-K58306044;66;probe;outreach;;stapled helical peptide;Harvard University;;CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CCNC(C)=O)C(=O)N[C@]1(C)CCC\C=C/CCC[C@@](C)(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC1=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O;experimental;Miscellaneous or screening hit/natural product
651304;BRD-K20514654;BRD-K20514654;66;probe;outreach;;stapled helical peptide;Harvard University;;CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CCNC(C)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@]1(C)CCC\C=C/CCC[C@@](C)(NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC1=O)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O;experimental;Miscellaneous or screening hit/natural product
651306;BRD-K55473186;BRD-K57252013;66;probe;outreach;NOTCH1;stapled helical peptide targeting NOTCH1;Harvard University;;CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)O)NC(=O)CCNC(=O)C)C(=O)NC1(C)CCCC=CCCCC(C)(NC(=O)C(CCCNC(=N)N)NC(=O)C(CS)NC(=O)C(CC(C)C)NC1=O)C(=O)NC(Cc2c[nH]cn2)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N;experimental;Miscellaneous or screening hit/natural product
651642;BRD-K28456706;BRD-K28456706;66;probe;"chromatin;lit-search;synthesis";HNF4A;inhibitor of hepatocyte nuclear factor 4 alpha;Broad Institute of MIT and Harvard;;Cc1c(oc2ccc3ccccc3c12)[N+]([O-])=O;experimental;Miscellaneous or screening hit/natural product
652975;STF-31;BRD-K22477529;66;probe;"lit-search;synthesis";NAMPT;inhibitor of nicotinamide phosphoribosyltransferase;Broad Institute of MIT and Harvard;;CC(C)(C)c1ccc(cc1)S(=O)(=O)NCc1ccc(cc1)C(=O)Nc1cccnc1;experimental;Miscellaneous or screening hit/natural product
657183;spautin-1;BRD-K84964099;66;probe;lit-search;"USP10;USP13";inhibitor of the deubiquitinase activity of USP13 and USP10;Broad Institute of MIT and Harvard;;Fc1ccc(CNc2ncnc3ccc(F)cc23)cc1;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
659226;VAF-347;BRD-K96335988;66;probe;"lit-search;synthesis";AHR;inhibitor of aryl hydrocarbon receptor;Broad Institute of MIT and Harvard;;FC(F)(F)c1ccc(Nc2nccc(n2)-c2cccc(Cl)c2)cc1;experimental;Nuclear receptor modulator
659682;ML320;BRD-K81491172;66;probe;"MLPCN;outreach";GSK3B;inhibitor of GSK3 beta;Broad Institute of MIT and Harvard;;COc1ccccc1[C@H]1c2c(NC3=C1C(=O)CC(C)(C)C3)n[nH]c2C(F)(F)F;experimental;Other signaling enzyme/channel/metabolic modulator
659993;tigecycline;BRD-A34462049;66;FDA;"lit-search;outreach";;analog of tetracycline;"Selleck;Harvard University";S1403;CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C;approved_or_clinical;DNA damage/replication/cytotoxics
660064;BRD-K34099515;BRD-K34099515;66;probe;"DOS;outreach";;screening hit;Broad Institute of MIT and Harvard;;CC(C)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2c(NC(=O)c3ccncc3)cccc2C1=O;experimental;Miscellaneous or screening hit/natural product
660073;PF-543;BRD-K79877282;33;probe;kinome;SPHK1;inhibitor of sphingosine kinase-1;Pfizer;;Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1;experimental;Other signaling enzyme/channel/metabolic modulator
660075;PF-573228;BRD-K79239947;66;probe;kinome;PTK2;inhibitor of focal adhesion kinase;Axon Medchem;Axon 1623;CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4NC(=O)CCc4c3)ncc2C(F)(F)F)c1;experimental;Other signaling enzyme/channel/metabolic modulator
660078;ceranib-2;BRD-K31514534;66;probe;lit-search;"ACER1;ACER2;ACER3;ASAH1;ASAH2;ASAH2B";inhibitor of ceramidase activity;Cayman;11092;COc1ccc(\C=C\C(=O)c2c(-c3ccccc3)c3ccccc3[nH]c2=O)cc1;experimental;Other signaling enzyme/channel/metabolic modulator
660080;968;BRD-A43210826;66;probe;lit-search;GLS;inhibitor of glutaminase;Specs;AG-690/36107028;CN(C)c1ccc(cc1Br)C1Nc2ccc3ccccc3c2C2=C1C(=O)CC(C)(C)C2;experimental;Other signaling enzyme/channel/metabolic modulator
660081;GSK4112;BRD-K78667050;66;probe;lit-search;NR1D1;antagonist of Rev-ErbAalpha;Tocris Bioscience;3663;CC(C)(C)OC(=O)CN(Cc1ccc(s1)[N+]([O-])=O)Cc1ccc(Cl)cc1;experimental;Nuclear receptor modulator
660083;HC-067047;BRD-K03391209;66;probe;lit-search;TRPV4;inhibitor of cation channel TRPV4;Tocris Bioscience;4100;Cc1c(cc(-c2ccccc2)n1CCCN1CCOCC1)C(=O)Nc1cccc(c1)C(F)(F)F;experimental;Miscellaneous or screening hit/natural product
660084;IPR-456;BRD-A76527075;66;probe;"lit-search;synthesis";PLAUR;inhibitor of the interaction of urokinase receptor with binding partners;ChemDiv Inc.;C090-0424;CC1CC(C)CN(C1)c1cc(Nc2ccccc2C(O)=O)c2C(=O)c3ccccc3-c3onc1c23;experimental;Miscellaneous or screening hit/natural product
660086;leptomycin B;BRD-K27624156;66;probe;lit-search;XPO1;inhibitor of exportin 1;LC Laboratories;L-6100;CCC(\C=C\[C@@H]1OC(=O)C=C[C@@H]1C)=C\[C@H](C)C\C=C\C(C)=C\[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C\C(C)=C\C(O)=O;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
660087;AZ-3146;BRD-K59146805;66;probe;lit-search;TTK;inhibitor of TTK protein kinase;Selleck;S2731;COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2n(C)c(=O)n(C3CCCC3)c2n1;experimental;Miscellaneous or screening hit/natural product
660119;VU0155056;BRD-K31406481;66;probe;lit-search;"PLD1;PLD2";inhibitor of phospholipase D1/D2;Avanti Polar Lipids, Inc.;857370P;O=C(NCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc2ccccc2c1;experimental;Miscellaneous or screening hit/natural product
660135;BRD-K97651142;BRD-K97651142;66;probe;outreach;;aphrocallistin derivative;Sanford-Burnham Medical Research Institute;;CN(CCc1cc(Br)c(OCCCNc2ncnc3n(C)cnc23)c(Br)c1)C(=O)c1ccc(C)cc1;experimental;Miscellaneous or screening hit/natural product
660136;vorapaxar;BRD-K93442924;66;clinical;lit-search;F2R;antagonist of proteinase-activated receptor 1 (PAR1);Axon Medchem;1755;CCOC(=O)N[C@@H]1CC[C@@H]2[C@H](C[C@@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=C\c2ccc(cn2)-c2cccc(F)c2)C1;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
660137;Ch-55;BRD-K71487808;66;probe;"chromatin;lit-search";"RARA;RARB;RARG";agonist of retinoid acid receptors;Axon Medchem;1241;CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)\C=C\c1ccc(cc1)C(O)=O;experimental;Miscellaneous or screening hit/natural product
660139;BRD-K79669418;BRD-K79669418;66;probe;outreach;"MDM2;MDM4";inhibitor of MDM4-p53 interaction;Dana Farber Cancer Institute;;CC(C)C[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@](C)(CCCCCC\C=C/CCC[C@](C)(NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(C)=O)[C@@H](C)O;experimental;Miscellaneous or screening hit/natural product
660140;BRD-K99584050;BRD-K99584050;66;probe;outreach;;stapled helical peptide;Dana Farber Cancer Institute;;CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@]1(C)CCC\C=C/CCC[C@](C)(NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@@H](NC1=O)[C@@H](C)CC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O;experimental;Miscellaneous or screening hit/natural product
